code,pubDate,statDate,dupontROE,dupontAssetStoEquity,dupontAssetTurn,dupontPnitoni,dupontNitogr,dupontTaxBurden,dupontIntburden,dupontEbittogr
sz.300303,2024-03-30,2023-12-31,0.077433,1.729167,0.489020,1.003081,0.091290,0.913754,0.970134,0.102982
sz.300304,2024-03-21,2023-12-31,0.117283,1.350739,0.475806,0.930001,0.196223,0.886769,1.080411,0.204809
sz.300305,2024-04-29,2023-12-31,0.004430,1.662459,0.515955,1.000000,0.005165,1.801470,0.169218,0.016943
sz.300306,2024-04-19,2023-12-31,0.061737,1.124282,0.247872,0.970183,0.228344,0.949323,1.055768,0.227828
sz.300307,2024-04-12,2023-12-31,0.039972,1.613925,0.441189,1.042023,0.053873,0.967324,1.048499,0.053117
sz.300308,2024-04-22,2023-12-31,0.165879,1.395230,0.586263,0.984544,0.205976,0.885730,1.025816,0.226697
sz.300310,2024-04-23,2023-12-31,0.026176,1.679428,0.860382,1.099142,0.016482,0.899111,1.559139,0.011757
sz.300311,2024-04-30,2023-12-31,-0.162347,1.904603,0.418376,1.011358,-0.201451,0.999734,0.989985,-0.203543
sz.300313,2024-03-30,2023-12-31,-0.300507,4.421054,0.424792,0.996286,-0.160608,1.143861,2.231041,-0.062934
sz.300314,2024-04-09,2023-12-31,0.132817,1.181755,0.470766,1.000000,0.238737,0.888020,1.091555,0.246293
sz.300315,2024-04-26,2023-12-31,0.040094,1.119138,0.188163,1.000000,0.190400,0.969247,2.548642,0.077077
sz.300316,2024-04-13,2023-12-31,0.354168,2.552608,0.547475,0.857804,0.295443,0.892194,1.004240,0.329744
sz.300317,2024-04-26,2023-12-31,0.008641,1.430408,0.324014,0.454007,0.041063,0.586891,0.867278,0.080675
sz.300318,2024-04-26,2023-12-31,-0.018045,2.835257,0.266895,-1.589736,0.015000,0.464937,0.580803,0.055548
sz.300319,2024-04-24,2023-12-31,0.066243,1.424411,0.519631,0.961065,0.093123,0.902993,1.098672,0.093865
sz.300320,2024-03-30,2023-12-31,0.063630,1.629825,0.789164,0.973449,0.050821,0.862183,0.936221,0.062960
sz.300321,2024-04-20,2023-12-31,-0.012707,1.087573,0.485410,1.000000,-0.024071,1.064303,0.592781,-0.038153
sz.300322,2024-04-13,2023-12-31,-0.171794,2.594944,0.562386,0.890882,-0.132137,0.963057,1.114284,-0.123134
sz.300323,2024-04-02,2023-12-31,-0.122452,1.625382,0.258637,1.000000,-0.291286,0.820153,1.091323,-0.325440
sz.300324,2024-04-20,2023-12-31,-0.081747,1.830238,0.499884,0.874554,-0.102167,1.000228,0.990548,-0.103118
sz.300325,2024-04-29,2023-12-31,,-1.279849,0.657437,0.967257,-0.838689,1.001833,1.066101,-0.785249
sz.300326,2024-04-22,2023-12-31,0.040196,1.208368,0.282660,0.888955,0.132386,0.947754,1.084979,0.128743
sz.300327,2024-03-30,2023-12-31,0.118300,1.320968,0.625007,1.401146,0.102264,1.003997,1.051717,0.096849
sz.300328,2024-04-25,2023-12-31,0.003122,2.573394,0.607939,-0.324788,-0.006145,0.507395,-2.199922,0.005505
sz.300329,2024-04-25,2023-12-31,-0.089782,1.520368,0.222762,0.999233,-0.265298,0.960022,1.115524,-0.247728
sz.300330,2024-04-26,2023-12-31,-0.178836,1.580437,0.230946,1.000000,-0.489968,0.945908,0.957305,-0.541089
sz.300331,2024-04-26,2023-12-31,-0.026961,1.877122,0.541564,0.776574,-0.034152,1.169414,1.402876,-0.020817
sz.300332,2024-04-24,2023-12-31,0.058419,2.241736,0.490968,0.833144,0.063708,0.676312,0.869679,0.108316
sz.300333,2024-04-20,2023-12-31,-0.102524,1.039753,0.207842,1.182672,-0.401141,1.146537,0.988094,-0.354088
sz.300334,2024-04-29,2023-12-31,-0.018888,2.164674,0.161234,0.989517,-0.054691,1.374487,-1.476091,0.026956
sz.300335,2024-04-16,2023-12-31,0.031388,1.560643,0.458633,0.686613,0.063867,0.727839,0.970010,0.090462
sz.300337,2024-03-29,2023-12-31,0.040100,2.650245,1.045707,1.018171,0.014211,1.047744,0.410344,0.033054
sz.300338,2024-04-30,2023-12-31,,-42.750770,0.491987,0.998878,-0.806288,1.356952,1.010514,-0.588009
sz.300339,2024-04-25,2023-12-31,0.049808,1.499802,0.629777,0.996047,0.052942,1.002999,0.828349,0.063721
sz.300340,2024-04-26,2023-12-31,-2.097361,16.435868,0.744589,0.998670,-0.171610,1.240601,1.225917,-0.112836
sz.300341,2024-04-16,2023-12-31,0.104076,1.394805,0.603637,1.012798,0.122050,0.852718,1.030489,0.138896
sz.300342,2024-04-12,2023-12-31,0.021752,1.434434,0.481714,0.973543,0.032336,0.828777,0.938091,0.041591
sz.300343,2024-04-24,2023-12-31,0.006759,1.592630,0.345674,1.100062,0.011161,0.325237,1.112530,0.030846
sz.300344,2024-04-27,2023-12-31,-0.287021,1.413477,0.306728,0.996010,-0.664673,0.955372,1.012227,-0.687319
sz.300345,2024-04-23,2023-12-31,-0.212310,2.023052,0.622269,0.830653,-0.203032,0.906216,1.054569,-0.212451
sz.300346,2024-04-10,2023-12-31,0.097482,2.547261,0.308248,0.771647,0.160891,0.878068,0.883350,0.207429
sz.300347,2024-03-29,2023-12-31,0.099722,1.406736,0.258512,0.941823,0.291159,0.863933,1.046226,0.322125
sz.300348,2024-04-17,2023-12-31,0.020887,1.620399,0.769010,1.000652,0.016751,0.865147,0.846162,0.022882
sz.300349,2024-04-18,2023-12-31,0.099513,1.614966,0.478728,0.972544,0.132348,0.872587,1.007174,0.150593
sz.300350,2024-04-23,2023-12-31,0.116007,1.695469,0.250738,1.200258,0.227353,0.967052,0.944018,0.249041
sz.300351,2024-04-09,2023-12-31,0.044360,1.369109,0.486785,1.044880,0.063701,0.949100,1.402600,0.047852
sz.300352,2024-04-13,2023-12-31,0.004258,1.640021,0.269111,1.357675,0.007105,15.183056,0.032281,0.014497
sz.300353,2024-04-23,2023-12-31,0.166046,2.069349,0.358560,0.997361,0.224378,1.013063,0.884270,0.250473
sz.300354,2024-04-16,2023-12-31,0.138845,1.129429,0.529838,0.999999,0.232022,0.882109,1.002661,0.262333
sz.300355,2024-04-24,2023-12-31,0.049047,3.149302,0.118411,0.948303,0.138696,0.835083,0.929537,0.178676
sz.300357,2024-04-19,2023-12-31,0.148958,1.142942,0.356379,1.049617,0.348415,0.854220,1.093734,0.372919
sz.300358,2024-04-25,2023-12-31,0.070983,2.541966,0.603566,1.019085,0.045399,1.020695,0.914020,0.048663
sz.300359,2024-04-29,2023-12-31,0.009185,1.580318,0.580103,0.280771,0.035683,0.702875,1.159045,0.043801
sz.300360,2024-04-19,2023-12-31,0.181969,1.265001,0.419576,0.997351,0.343754,0.879712,1.066446,0.366411
sz.300363,2024-04-27,2023-12-31,0.045216,1.654402,0.375600,1.520433,0.047858,0.711856,1.058960,0.063487
sz.300364,2024-04-22,2023-12-31,0.074574,1.542885,0.761389,0.993943,0.063869,1.018226,0.957304,0.065523
sz.300365,2024-03-15,2023-12-31,0.009164,1.259958,0.337478,0.852025,0.025294,2.062462,0.746068,0.016438
sz.300366,2024-04-27,2023-12-31,-0.223332,1.720355,0.458278,0.857003,-0.330538,0.905126,1.059918,-0.344540
sz.300367,2024-04-22,2023-12-31,,-0.332778,0.039984,0.998671,-23.028875,1.000069,1.182907,-19.466682
sz.300368,2024-04-27,2023-12-31,-0.516867,5.600488,0.131159,0.886597,-0.793649,0.981929,1.528253,-0.528875
sz.300369,2024-04-25,2023-12-31,-0.305191,1.414713,0.371087,0.999597,-0.581571,0.934804,1.001493,-0.621204
sz.300370,2024-04-19,2023-12-31,-0.280132,2.406884,0.275325,1.013199,-0.417222,0.996134,1.203838,-0.347922
sz.300371,2024-04-23,2023-12-31,0.099961,1.159865,0.409633,0.986654,0.213237,0.875887,1.007392,0.241666
sz.300373,2024-04-22,2023-12-31,0.128324,1.535444,0.489353,1.002573,0.170348,0.884956,1.074981,0.179067
sz.300374,2024-03-27,2023-12-31,-0.181391,3.473325,0.480083,1.000000,-0.108781,0.909710,1.316995,-0.090796
sz.300375,2024-04-25,2023-12-31,0.013754,1.462098,0.646318,1.000000,0.014555,1.152475,4.217491,0.002994
sz.300376,2024-04-30,2023-12-31,0.083681,2.063827,0.345234,1.070046,0.109758,0.810003,0.814872,0.166288
sz.300377,2024-04-27,2023-12-31,0.022540,1.105221,0.480068,1.062366,0.039987,1.099832,1.029652,0.035311
sz.300378,2024-04-27,2023-12-31,0.076875,1.563102,0.729175,0.968537,0.069638,0.679103,1.034092,0.099164
sz.300379,2024-04-30,2023-12-31,-0.219504,1.145835,0.158542,1.000000,-1.208304,0.978023,0.992967,-1.244206
sz.300380,2024-04-26,2023-12-31,-0.119576,2.171997,1.062115,0.861440,-0.060171,0.971045,1.228784,-0.050428
sz.300381,2024-04-25,2023-12-31,-0.004041,1.177925,0.254033,-9.309361,0.001451,0.900794,-0.053889,-0.029883
sz.300382,2024-04-25,2023-12-31,0.055317,1.811557,0.390708,1.358209,0.057542,0.771061,0.767417,0.097245
sz.300383,2024-03-30,2023-12-31,0.031538,1.551956,0.411476,0.957944,0.051555,0.831300,0.766812,0.080877
sz.300384,2024-04-25,2023-12-31,0.119760,1.565006,0.329527,0.931258,0.249365,0.863970,1.015609,0.284191
sz.300385,2024-04-25,2023-12-31,-0.064273,4.434210,0.391984,1.071266,-0.034518,0.809277,3.244789,-0.013145
sz.300386,2024-04-03,2023-12-31,-0.105615,1.116420,0.406736,0.998049,-0.233042,1.027183,0.863454,-0.262753
sz.300387,2024-04-19,2023-12-31,0.055515,1.414094,0.575333,1.073073,0.063590,0.775007,0.885560,0.092654
sz.300388,2024-03-21,2023-12-31,0.096589,3.786691,0.268375,0.923274,0.102943,0.848197,0.647705,0.187379
sz.300389,2024-04-16,2023-12-31,0.240975,2.663848,1.147815,1.020310,0.077243,0.917532,1.023033,0.082290
sz.300390,2024-04-24,2023-12-31,0.140177,1.653221,0.534974,0.783729,0.202231,0.856952,1.071713,0.220198
sz.300391,2024-04-30,2023-12-31,-1.216423,7.054016,0.340975,0.856247,-0.590645,1.038655,1.098771,-0.517545
sz.300393,2024-04-25,2023-12-31,0.126841,4.107529,0.718971,0.885797,0.048488,0.771415,0.938945,0.066943
sz.300394,2024-04-22,2023-12-31,0.250889,1.168572,0.570248,1.000001,0.376498,0.867883,1.066301,0.406838
sz.300395,2024-04-24,2023-12-31,0.155239,1.478213,0.408342,0.935992,0.274768,0.891729,1.018896,0.302415
sz.300396,2024-04-19,2023-12-31,0.139220,1.577654,0.441260,1.000064,0.199971,0.930370,1.075299,0.199886
sz.300397,2024-04-25,2023-12-31,-0.112723,1.469259,0.137400,0.878366,-0.635700,1.106244,1.005904,-0.571275
sz.300398,2024-04-29,2023-12-31,0.029812,1.698116,0.426372,0.827278,0.049772,0.897973,0.742076,0.074691
sz.300399,2024-04-19,2023-12-31,0.075910,1.111493,0.791099,1.014784,0.085073,0.840437,1.219668,0.082993
sz.300400,2024-04-22,2023-12-31,0.051244,1.576285,0.593879,1.089736,0.050233,0.835466,1.202390,0.050005
sz.300401,2024-04-16,2023-12-31,0.070389,1.718559,0.233092,1.000000,0.175717,0.911412,0.921937,0.209121
sz.300402,2024-04-03,2023-12-31,0.061358,2.260574,0.722004,1.000000,0.037594,0.991782,0.863920,0.043876
sz.300403,2024-04-25,2023-12-31,0.128677,1.217631,0.472779,1.005435,0.222317,0.897012,1.020328,0.242904
sz.300404,2024-04-25,2023-12-31,0.026881,1.487318,0.412739,0.895072,0.048922,1.542429,1.035228,0.030638
sz.300405,2024-04-25,2023-12-31,-0.174728,2.391918,0.407002,0.999259,-0.179614,1.065107,1.348530,-0.125051
sz.300406,2024-03-30,2023-12-31,0.149730,1.399213,0.355847,1.003205,0.299760,0.879565,0.934204,0.364808
sz.300407,2024-04-24,2023-12-31,0.057671,1.797118,0.666667,1.041115,0.046235,0.831696,0.997191,0.055748
sz.300408,2024-04-27,2023-12-31,0.089491,1.172289,0.276516,0.998633,0.276451,0.887990,1.093508,0.284701
sz.300409,2024-04-25,2023-12-31,-0.004877,2.322802,0.549119,1.002038,-0.003816,-1.584905,0.124281,0.019371
sz.300410,2024-04-26,2023-12-31,-0.401360,3.419042,0.403543,0.936147,-0.310738,0.962429,1.100649,-0.293344
sz.300411,2024-04-25,2023-12-31,0.011226,1.602585,0.330514,0.970684,0.021835,0.914393,1.440664,0.016575
sz.300412,2024-04-20,2023-12-31,-0.022809,2.480994,0.410792,0.838485,-0.026690,1.134842,1.034538,-0.022734
sz.300413,2024-04-22,2023-12-31,0.176273,1.498943,0.483794,1.024307,0.237307,1.875828,1.111621,0.113805
sz.300414,2024-04-16,2023-12-31,0.026462,1.222405,0.469165,1.202563,0.038369,1.262876,1.762078,0.017242
sz.300415,2024-04-19,2023-12-31,0.193688,2.360425,0.704453,0.970995,0.119962,0.866235,0.953397,0.145256
sz.300416,2024-03-29,2023-12-31,0.132896,1.930038,0.463769,0.852221,0.174217,0.909504,0.965028,0.198493
sz.300417,2024-04-25,2023-12-31,-0.009039,1.055941,0.231539,1.000000,-0.036969,0.938853,0.683294,-0.057628
sz.300418,2024-04-24,2023-12-31,0.090296,1.400891,0.251769,0.820857,0.311883,0.815735,0.993560,0.384812
sz.300419,2024-04-30,2023-12-31,-0.304709,1.877476,0.548422,1.000000,-0.295935,1.085754,1.036236,-0.263030
sz.300420,2024-04-25,2023-12-31,0.016877,1.460087,0.383923,0.956830,0.031465,1.138268,1.048723,0.026359
sz.300421,2024-03-13,2023-12-31,0.047858,1.443833,0.554427,1.000000,0.059785,0.879997,0.927917,0.073215
sz.300422,2024-04-26,2023-12-31,-0.099667,5.295927,0.174638,0.963402,-0.111857,0.925418,-46.778970,0.002584
sz.300423,2024-04-29,2023-12-31,-0.730100,1.936677,0.445071,0.995306,-0.851018,1.046900,1.006055,-0.808001
sz.300424,2024-04-25,2023-12-31,0.031292,3.168518,0.648653,0.809388,0.018811,1.251442,0.324152,0.046371
sz.300425,2024-04-25,2023-12-31,0.075049,1.921387,0.389872,0.932951,0.107387,0.915147,0.875397,0.134046
sz.300426,2024-04-29,2023-12-31,0.131872,15.547344,0.169518,1.432593,0.034927,0.976253,0.162503,0.220158
sz.300427,2024-04-29,2023-12-31,-0.350939,2.671540,0.330245,0.967723,-0.411038,1.031704,1.203571,-0.331021
sz.300428,2024-04-25,2023-12-31,0.097762,2.878925,1.310238,0.981968,0.026393,0.868020,0.719475,0.042262
sz.300429,2024-04-27,2023-12-31,-0.024170,1.976209,0.212483,1.009235,-0.057033,0.954429,2.558193,-0.023359
sz.300430,2024-04-22,2023-12-31,0.082546,1.586189,0.359676,1.013802,0.142718,0.908874,0.900060,0.174463
sz.300432,2024-04-27,2023-12-31,-0.123257,1.979975,0.660832,0.931227,-0.101159,0.826440,1.081348,-0.113196
sz.300433,2024-04-22,2023-12-31,0.066761,1.721498,0.699427,0.993265,0.055823,0.934828,0.915433,0.065231
sz.300434,2024-04-26,2023-12-31,0.053993,1.318032,0.392511,1.045465,0.099828,0.681920,1.068960,0.136948
sz.300435,2024-04-16,2023-12-31,0.116949,1.687125,0.603451,1.002387,0.114596,0.809601,1.045781,0.135350
sz.300436,2024-04-20,2023-12-31,-0.482495,2.151864,0.271901,0.929812,-0.886894,1.257943,1.114121,-0.632818
sz.300437,2024-04-29,2023-12-31,-0.035200,1.876946,0.380775,1.012917,-0.048624,1.040738,1.198831,-0.038972
sz.300438,2024-04-27,2023-12-31,0.009212,2.969004,0.499024,0.648804,0.009583,2.711708,0.310237,0.011391
sz.300439,2024-04-19,2023-12-31,0.098202,1.353658,0.533269,0.988638,0.137602,0.877640,1.008895,0.155404
sz.300440,2024-04-26,2023-12-31,0.065535,1.745437,0.459281,0.966641,0.084572,0.830054,0.980862,0.103875
sz.300441,2024-03-19,2023-12-31,0.160808,2.006983,0.689613,0.813334,0.142853,0.862688,0.964468,0.171691
sz.300442,2024-04-18,2023-12-31,0.307543,3.431785,0.221305,1.002336,0.403999,0.988977,0.934695,0.437043
sz.300443,2024-04-24,2023-12-31,0.084694,1.225886,0.326458,1.000000,0.211628,0.898034,1.038060,0.227017
sz.300444,2024-04-23,2023-12-31,0.076444,3.366302,0.689957,0.935078,0.035198,0.948101,0.812521,0.045691
sz.300445,2024-03-27,2023-12-31,0.098036,1.151409,0.416303,1.005041,0.203499,0.897535,1.013409,0.223731
sz.300446,2024-04-22,2023-12-31,0.163338,2.028711,1.114515,0.805733,0.089658,0.893116,0.938818,0.106930
sz.300447,2024-04-23,2023-12-31,0.068551,1.412616,0.376725,1.000000,0.128814,0.865727,0.997818,0.149118
sz.300448,2024-04-23,2023-12-31,-0.042089,1.103918,0.237121,0.922900,-0.174223,0.870766,0.986563,-0.202806
sz.300449,2024-04-27,2023-12-31,-0.550520,2.897921,0.198446,0.999913,-0.957376,0.738186,1.093798,-1.185713
sz.300450,2024-04-25,2023-12-31,0.154500,2.968864,0.487636,1.002139,0.106491,0.926769,1.021949,0.112438
sz.300451,2024-04-13,2023-12-31,0.007976,1.258082,0.279227,0.803039,0.028274,1.007028,1.332374,0.021073
sz.300452,2024-04-26,2023-12-31,0.203366,1.714234,0.616364,0.981245,0.196152,0.885927,0.984153,0.224974
sz.300453,2024-03-23,2023-12-31,0.177937,1.643602,0.681134,0.925636,0.171711,0.883150,1.007177,0.193044
sz.300454,2024-04-10,2023-12-31,0.023942,1.646666,0.563145,0.995745,0.025929,0.975272,-18.557163,-0.001433
sz.300455,2024-04-20,2023-12-31,0.051766,1.945153,0.413638,1.000000,0.064339,0.824047,0.916375,0.085202
sz.300456,2024-03-27,2023-12-31,0.020430,1.403765,0.182557,1.438095,0.055436,2.269037,1.078514,0.022653
sz.300457,2024-03-27,2023-12-31,0.092884,2.844088,0.574961,0.543386,0.104533,0.915605,1.024552,0.111432
sz.300458,2024-03-30,2023-12-31,0.007757,1.197735,0.471843,1.000000,0.013726,1.279982,-0.528639,-0.020285
sz.300459,2024-04-27,2023-12-31,-0.250769,1.643708,0.237816,0.997802,-0.642932,1.088904,1.155392,-0.511029
sz.300460,2024-04-20,2023-12-31,-0.167483,1.916850,0.213225,0.997341,-0.410868,0.845549,1.180556,-0.411601
sz.300461,2024-03-29,2023-12-31,0.014737,1.381797,0.280715,-7.619649,-0.004986,0.112768,0.685892,-0.064463
sz.300462,2024-04-25,2023-12-31,-0.003859,1.496569,0.266186,1.385668,-0.006991,0.307562,1.440165,-0.015784
sz.300463,2024-04-25,2023-12-31,0.049316,1.284192,0.355721,1.026059,0.105215,0.997741,0.928537,0.113570
sz.300464,2024-04-23,2023-12-31,-0.211755,5.951795,0.760123,1.026871,-0.045581,0.932771,3.467399,-0.014093
sz.300465,2024-04-09,2023-12-31,0.045454,2.166905,1.025926,1.005747,0.020329,0.945419,0.683802,0.031446
sz.300466,2024-04-20,2023-12-31,-0.054029,1.723282,0.575471,1.079729,-0.050458,1.056989,1.207890,-0.039522
sz.300467,2024-04-24,2023-12-31,0.050289,1.612454,0.393393,0.410140,0.193300,0.920699,1.229585,0.170748
sz.300468,2024-04-25,2023-12-31,0.029591,1.085490,0.420261,1.000000,0.064865,0.989758,1.237206,0.052971
sz.300469,2024-04-26,2023-12-31,-0.556390,3.460989,0.214323,0.804733,-0.932092,1.138319,1.070281,-0.765062
sz.300470,2024-04-25,2023-12-31,0.140389,1.176542,0.471325,0.998943,0.253434,0.864777,1.007078,0.291003
sz.300471,2024-04-19,2023-12-31,-0.061264,2.050299,0.398519,1.243371,-0.060302,1.119424,1.450580,-0.037136
sz.300472,2024-04-26,2023-12-31,-0.282541,2.357622,0.138854,0.929431,-0.928606,1.084843,1.079119,-0.793223
sz.300473,2024-04-26,2023-12-31,0.008482,2.762034,1.024931,1.414432,0.002118,0.845320,0.127032,0.019726
sz.300474,2024-04-25,2023-12-31,0.017794,1.213920,0.175180,1.000000,0.083675,-5.223667,0.562003,-0.028502
sz.300475,2024-04-25,2023-12-31,0.166270,1.938809,2.558633,1.006104,0.033314,0.799128,0.765937,0.054428
sz.300476,2024-04-19,2023-12-31,0.092201,2.175944,0.500593,1.000000,0.084646,0.896068,0.923374,0.102303
sz.300477,2024-04-27,2023-12-31,-0.305817,4.030845,0.348474,0.767633,-0.283623,0.950671,1.131292,-0.263716
sz.300478,2024-04-20,2023-12-31,0.293944,4.195994,1.151099,1.000000,0.060858,1.000016,0.714353,0.085192
sz.300479,2024-03-30,2023-12-31,-0.119114,1.877840,0.379332,0.931955,-0.179428,0.976357,0.994015,-0.184879
sz.300480,2024-03-30,2023-12-31,0.048630,1.357846,0.341827,0.997812,0.105003,0.850427,1.004691,0.122894
sz.300481,2024-03-30,2023-12-31,0.098659,1.180409,0.490273,1.000183,0.170446,0.887775,1.024294,0.187439
sz.300482,2024-04-22,2023-12-31,0.110077,1.362667,0.458038,1.000403,0.176291,0.901372,0.995724,0.196420
sz.300483,2024-04-22,2023-12-31,-0.087335,2.766590,0.173725,0.971558,-0.187031,0.983405,1.488177,-0.127799
sz.300484,2024-04-20,2023-12-31,0.036290,1.423533,0.345293,1.055964,0.069916,0.873630,1.062127,0.075348
sz.300485,2024-04-10,2023-12-31,0.030226,1.056002,0.132541,1.067527,0.202295,0.789173,1.009117,0.254022
sz.300486,2024-04-24,2023-12-31,-0.163030,2.242656,0.255149,0.999566,-0.285035,0.880772,1.065518,-0.303720
sz.300487,2024-04-22,2023-12-31,0.232830,1.665401,0.485260,0.993796,0.289900,0.882717,0.999689,0.328520
sz.300488,2024-04-26,2023-12-31,0.101697,1.179693,0.357848,1.000000,0.240902,0.880743,1.004452,0.272309
sz.300489,2024-04-24,2023-12-31,-1.327513,17.285331,0.322256,1.000000,-0.238320,0.804696,1.565414,-0.189191
sz.300490,2024-04-27,2023-12-31,-0.074182,2.614478,0.373732,0.910565,-0.083376,0.970755,1.226822,-0.070008
sz.300491,2024-04-27,2023-12-31,0.096417,1.663342,0.569973,1.000000,0.101699,0.956453,0.981654,0.108317
sz.300492,2024-04-26,2023-12-31,-0.357697,2.659290,0.361421,1.000000,-0.372166,0.838839,0.995352,-0.445739
sz.300493,2024-04-29,2023-12-31,0.034262,1.548855,1.341122,1.060899,0.015547,0.845877,0.975885,0.018834
sz.300494,2024-04-29,2023-12-31,0.104031,1.244272,0.656228,1.000000,0.127407,0.905157,1.086456,0.129556
sz.300495,2024-04-29,2023-12-31,-1.302388,9.623208,0.021732,0.977543,-6.370642,1.019817,1.974874,-3.163163
sz.300496,2024-03-20,2023-12-31,0.050049,1.190627,0.472691,1.181093,0.075294,0.931325,1.213315,0.066632
sz.300497,2024-04-29,2023-12-31,-0.077739,1.912273,0.325881,0.899416,-0.138697,0.957478,1.163332,-0.124518
sz.300498,2024-04-29,2023-12-31,-0.175627,2.624648,0.941683,1.000126,-0.071050,1.002854,1.206164,-0.058738
sz.300499,2024-04-26,2023-12-31,-0.022211,1.386958,0.288482,1.036260,-0.053570,0.800706,1.018279,-0.065703
sz.300500,2024-04-27,2023-12-31,-0.238258,2.574729,0.446666,0.985079,-0.210311,0.990466,1.048045,-0.202601
sz.300501,2024-04-18,2023-12-31,0.049854,1.543883,0.385821,0.905782,0.092401,0.865637,1.005057,0.106206
sz.300502,2024-04-23,2023-12-31,0.133725,1.196296,0.503020,1.000000,0.222224,0.872748,1.102008,0.231056
sz.300503,2024-04-29,2023-12-31,-0.162526,2.146779,0.390414,1.002682,-0.193396,0.915117,1.230350,-0.171768
sz.300504,2024-04-26,2023-12-31,0.044864,1.375476,0.827423,1.000000,0.039420,0.892906,1.042441,0.042350
sz.300505,2024-04-12,2023-12-31,-0.043375,1.567550,0.820307,0.928822,-0.036317,0.738841,1.288541,-0.038147
sz.300506,2024-04-26,2023-12-31,-1.132767,3.685657,0.066231,0.999870,-4.641079,1.255874,1.086381,-3.401658
sz.300507,2024-04-10,2023-12-31,0.064589,1.392182,0.420033,0.753296,0.146628,0.907494,0.957264,0.168787
sz.300508,2024-03-29,2023-12-31,0.058327,1.290275,0.504572,1.007691,0.088907,0.986843,0.989924,0.091009
sz.300509,2024-04-25,2023-12-31,0.037910,3.234506,0.467474,0.896840,0.027956,0.946959,1.168217,0.025271
sz.300510,2024-04-26,2023-12-31,0.009615,1.382286,0.318842,1.358464,0.016059,1.038772,0.579693,0.026668
sz.300511,2024-04-26,2023-12-31,-0.114054,2.630305,0.591442,0.977791,-0.074980,1.001224,1.738670,-0.043072
sz.300512,2024-04-24,2023-12-31,0.025558,1.634305,0.387759,1.138789,0.035415,0.901908,1.101739,0.035640
sz.300513,2024-04-27,2023-12-31,0.017376,1.820209,0.309980,0.895796,0.034379,1.044912,0.591367,0.055636
sz.300514,2024-03-28,2023-12-31,0.238673,1.434754,0.952831,1.000000,0.174586,0.846128,1.054484,0.195674
sz.300515,2024-04-24,2023-12-31,0.074481,1.541940,0.417570,0.981063,0.117910,0.981695,1.009070,0.119029
sz.300516,2024-03-29,2023-12-31,0.064552,1.267568,0.472692,1.000000,0.107736,1.031459,1.081032,0.096621
sz.300517,2024-04-25,2023-12-31,0.005774,1.619381,0.244776,1.000000,0.014567,1.006710,0.447568,0.032329
sz.300518,2024-04-30,2023-12-31,-0.212592,1.491020,0.139753,1.046623,-0.974794,1.175303,0.961939,-0.862215
sz.300519,2024-04-22,2023-12-31,0.075579,1.108719,0.286415,1.000000,0.238005,0.879666,1.348484,0.200642
sz.300520,2024-04-23,2023-12-31,-0.227693,2.617236,0.575262,0.985994,-0.153379,1.068479,1.069035,-0.134279
sz.300521,2024-04-29,2023-12-31,-0.012112,1.175579,0.271960,0.999249,-0.037912,3.315116,0.385754,-0.029646
sz.300522,2024-04-26,2023-12-31,0.022565,1.319495,0.647253,1.029331,0.025668,0.826350,0.847766,0.036640
sz.300523,2024-04-20,2023-12-31,0.054035,2.957363,0.517758,0.722393,0.048850,0.819426,0.906055,0.065797
sz.300525,2024-04-24,2023-12-31,0.139488,1.610396,0.542075,0.878274,0.181934,0.939041,1.028550,0.188366
sz.300527,2024-04-22,2023-12-31,-0.081929,1.602954,0.141740,1.038328,-0.347287,0.988542,0.985463,-0.356495
sz.300528,2024-04-29,2023-12-31,-0.046772,5.608647,0.415919,1.058611,-0.018940,0.787078,-1.433827,0.016783
sz.300529,2024-04-26,2023-12-31,0.129874,1.630038,0.350899,1.025296,0.221460,0.817096,1.068994,0.253540
sz.300530,2024-04-24,2023-12-31,-1.343352,10.447267,0.117055,0.989673,-1.109954,1.002357,1.149208,-0.963572
sz.300531,2024-04-27,2023-12-31,-0.101713,1.459366,0.529607,0.998768,-0.131763,1.044568,0.918314,-0.137361
sz.300532,2024-03-26,2023-12-31,0.254095,3.206653,0.623575,1.000000,0.127073,0.898846,1.017371,0.138960
sz.300533,2024-04-23,2023-12-31,0.158979,1.592545,1.016832,0.941756,0.104246,0.953578,1.058480,0.103281
sz.300534,2024-04-24,2023-12-31,0.084393,1.805660,0.818835,0.735200,0.077637,0.864275,1.034307,0.086849
sz.300535,2024-04-23,2023-12-31,0.030907,1.471960,0.535186,8.001185,0.004903,0.326725,0.568822,0.026384
sz.300536,2024-04-29,2023-12-31,-0.048298,1.660478,0.069797,0.829820,-0.502205,0.906244,1.022872,-0.541769
sz.300537,2024-04-30,2023-12-31,0.009609,1.747069,0.406659,0.781498,0.017307,0.902838,0.602173,0.031834
sz.300538,2024-04-29,2023-12-31,0.024774,2.117505,1.462732,0.925376,0.008644,0.686880,0.664043,0.018950
sz.300539,2024-03-05,2023-12-31,0.063691,2.122335,0.600315,1.032770,0.048404,0.957785,0.742135,0.068097
sz.300540,2024-03-30,2023-12-31,0.032990,1.622748,0.416213,0.996136,0.049035,1.051549,1.286807,0.036238
sz.300541,2024-04-12,2023-12-31,0.108880,1.761606,1.071564,1.000000,0.057679,0.909340,0.973308,0.065170
