code,pubDate,statDate,CAToAsset,NCAToAsset,tangibleAssetToAsset,ebitToInterest,CFOToOR,CFOToNP,CFOToGr
sh.603477,2024-03-23,2023-12-31,0.273470,0.726530,0.303153,-6.687796,-0.025999,,-0.025999
sh.603486,2024-04-27,2023-12-31,0.776947,0.223053,0.451077,,0.070398,1.785084,0.070398
sh.603488,2024-03-28,2023-12-31,0.667048,0.332952,0.808067,,0.165703,1.021445,0.165703
sh.603489,2024-04-20,2023-12-31,0.678602,0.321398,0.789604,,0.278205,3.585285,0.278205
sh.603496,2024-04-19,2023-12-31,0.791503,0.208497,0.539049,,0.090669,0.902244,0.090669
sh.603499,2024-04-26,2023-12-31,0.399107,0.600893,0.356997,1.778656,0.108795,3.844730,0.108795
sh.603500,2024-03-29,2023-12-31,0.695411,0.304589,0.755536,,0.093828,0.787757,0.093828
sh.603501,2024-04-27,2023-12-31,0.536897,0.463103,0.360769,2.578293,0.358537,13.858719,0.358537
sh.603505,2024-03-29,2023-12-31,0.322399,0.677601,0.208317,13.618909,0.004161,0.020980,0.004161
sh.603506,2024-04-20,2023-12-31,0.699646,0.300354,0.334713,,0.100142,0.945465,0.100142
sh.603507,2024-04-20,2023-12-31,0.550418,0.449582,0.303923,2.900113,0.099978,1.883737,0.099978
sh.603508,2024-04-10,2023-12-31,0.600770,0.399230,0.607692,,0.243848,0.672183,0.243848
sh.603511,2024-04-27,2023-12-31,0.684944,0.315056,0.785275,,0.265348,2.945429,0.265348
sh.603515,2024-04-27,2023-12-31,0.721792,0.278208,0.624691,,0.213852,1.792014,0.213852
sh.603516,2024-04-18,2023-12-31,0.739948,0.260052,0.677897,1.939288,0.240470,7.438482,0.240470
sh.603517,2024-04-30,2023-12-31,0.306089,0.693911,0.686015,,0.057809,1.323403,0.057809
sh.603518,2024-04-26,2023-12-31,0.357015,0.642985,0.003566,5.466881,0.205227,3.133961,0.205227
sh.603519,2024-04-26,2023-12-31,0.849700,0.150300,0.738963,,0.037061,0.088289,0.037061
sh.603520,2024-04-30,2023-12-31,0.410549,0.589451,0.180328,1.477107,0.020288,0.999972,0.020288
sh.603527,2024-04-26,2023-12-31,0.603989,0.396011,0.596461,7.463050,-0.046345,-3.164507,-0.046345
sh.603528,2024-04-26,2023-12-31,0.651851,0.348149,0.657491,-5.894559,0.121042,,0.121042
sh.603529,2024-04-16,2023-12-31,0.481885,0.518115,0.341271,,0.088623,0.983088,0.088623
sh.603530,2024-04-12,2023-12-31,0.585838,0.414162,0.746738,,0.108384,0.656258,0.108384
sh.603533,2024-04-20,2023-12-31,0.770083,0.229917,0.700588,,0.121800,8.961648,0.121800
sh.603535,2024-04-20,2023-12-31,0.266683,0.733317,0.502466,15.312998,0.134405,1.002247,0.134405
sh.603536,2024-03-29,2023-12-31,0.432251,0.567749,0.269184,1.967595,0.044980,7.057000,0.044980
sh.603538,2024-04-30,2023-12-31,0.397732,0.602268,0.414176,1.338034,0.007508,0.564394,0.007508
sh.603551,2024-04-24,2023-12-31,0.660252,0.339748,0.597795,,0.211447,1.351358,0.211447
sh.603555,2024-04-30,2023-12-31,0.466864,0.533136,0.448869,-43.190807,-0.049626,,-0.049626
sh.603556,2024-04-16,2023-12-31,0.787180,0.212820,0.701686,,0.262112,1.120749,0.262112
sh.603557,2024-04-27,2023-12-31,0.653654,0.346346,0.038833,-14.094925,-0.117119,,-0.117119
sh.603558,2024-03-16,2023-12-31,0.403613,0.596387,0.579862,12.009163,0.171036,1.442858,0.171036
sh.603559,2024-04-30,2023-12-31,0.917515,0.082485,0.087890,-16.369960,-0.096648,,-0.096648
sh.603565,2024-03-27,2023-12-31,0.524473,0.475527,0.442070,19.880113,0.199272,1.439786,0.199272
sh.603566,2024-04-26,2023-12-31,0.432062,0.567938,0.739909,,0.225735,1.620338,0.225735
sh.603567,2024-04-30,2023-12-31,0.574983,0.425017,0.499276,4.598618,-0.152395,-1.022795,-0.152137
sh.603568,2024-04-20,2023-12-31,0.274668,0.725332,-0.102024,16.029695,0.385327,1.112742,0.385327
sh.603569,2024-04-27,2023-12-31,0.430494,0.569506,0.381920,1.880780,0.114159,4.840650,0.114159
sh.603577,2024-03-27,2023-12-31,0.731679,0.268321,0.216462,1.232098,0.048568,6.494980,0.048568
sh.603578,2024-04-30,2023-12-31,0.420058,0.579942,0.129616,20.860514,0.133976,1.111313,0.133976
sh.603579,2024-04-16,2023-12-31,0.658120,0.341880,0.534386,,0.185601,1.693264,0.185601
sh.603580,2024-04-30,2023-12-31,0.360111,0.639889,0.750298,3.575195,0.195607,23.038180,0.195607
sh.603583,2024-04-24,2023-12-31,0.646692,0.353308,0.547691,,0.222631,3.303441,0.222631
sh.603585,2024-04-24,2023-12-31,0.439159,0.560841,0.393020,,0.110499,15.245534,0.110499
sh.603586,2024-04-27,2023-12-31,0.634048,0.365952,0.809491,,0.136184,1.639495,0.136184
sh.603587,2024-04-26,2023-12-31,0.814986,0.185014,0.769899,,0.265393,1.424138,0.265393
sh.603588,2024-04-26,2023-12-31,0.491304,0.508696,0.026806,2.371476,-0.090033,-1.874560,-0.090033
sh.603589,2024-04-30,2023-12-31,0.604705,0.395295,0.736677,,0.152750,0.529078,0.152750
sh.603590,2024-04-26,2023-12-31,0.325315,0.674685,0.509062,,0.216686,1.062812,0.216686
sh.603595,2024-04-27,2023-12-31,0.323044,0.676956,0.233476,-7.121330,-0.184895,,-0.184895
sh.603596,2024-03-28,2023-12-31,0.718207,0.281793,0.507948,,0.090762,0.744849,0.090762
sh.603598,2024-04-30,2023-12-31,0.905468,0.094532,0.112615,8.244783,0.004459,0.439721,0.004459
sh.603599,2024-04-26,2023-12-31,0.795030,0.204970,0.586538,,0.124837,0.511193,0.124837
sh.603600,2024-04-25,2023-12-31,0.548342,0.451658,0.518991,,0.091554,1.070552,0.091554
sh.603601,2024-04-25,2023-12-31,0.560508,0.439492,0.643385,3.350799,0.001003,0.035696,0.001003
sh.603602,2024-04-19,2023-12-31,0.657629,0.342371,0.380042,4.354523,0.054563,2.063201,0.054563
sh.603603,2024-04-29,2023-12-31,0.232758,0.767242,-0.066227,2.235704,0.384133,4.329167,0.384133
sh.603605,2024-04-19,2023-12-31,0.757175,0.242825,0.514699,,0.164948,1.193361,0.164948
sh.603606,2024-03-21,2023-12-31,0.744044,0.255956,0.546939,800.558868,0.162854,1.190425,0.162854
sh.603607,2024-04-27,2023-12-31,0.687392,0.312608,0.531412,,0.096259,0.781340,0.096259
sh.603608,2024-04-30,2023-12-31,0.568984,0.431016,0.524376,0.056422,0.093057,,0.093057
sh.603609,2024-03-30,2023-12-31,0.429991,0.570009,0.410239,-1.895326,0.026582,,0.026582
sh.603610,2024-04-19,2023-12-31,0.576436,0.423564,0.612546,,0.110117,1.675028,0.110117
sh.603611,2024-04-18,2023-12-31,0.774218,0.225782,0.173444,32.619135,0.014390,0.217272,0.014390
sh.603612,2024-04-30,2023-12-31,0.534106,0.465894,0.283990,-2.799079,0.107825,,0.107825
sh.603613,2024-04-29,2023-12-31,0.936782,0.063218,0.409700,99.035564,0.013654,0.406335,0.013654
sh.603615,2024-03-20,2023-12-31,0.594232,0.405768,0.755282,,0.114687,16.048341,0.114687
sh.603616,2024-04-30,2023-12-31,0.771340,0.228660,0.126787,-18.923228,0.021242,,0.021242
sh.603617,2024-04-26,2023-12-31,0.579309,0.420691,0.587685,,0.249807,4.994219,0.249807
sh.603618,2024-04-17,2023-12-31,0.722715,0.277285,0.263840,2.166726,0.036970,1.936055,0.036970
sh.603619,2024-04-30,2023-12-31,0.346455,0.653545,0.259103,8.445056,0.424264,1.928134,0.424264
sh.603626,2024-04-18,2023-12-31,0.359743,0.640257,0.492098,-5.967060,0.238090,,0.238090
sh.603628,2024-04-30,2023-12-31,0.531277,0.468723,0.454662,14.534584,0.027912,0.320240,0.027912
sh.603629,2024-04-23,2023-12-31,0.552247,0.447753,0.415428,4.406129,0.386877,18.770103,0.386877
sh.603630,2024-04-30,2023-12-31,0.713287,0.286713,0.861679,,0.170772,2.700268,0.170772
sh.603633,2024-04-27,2023-12-31,0.560463,0.439537,0.548111,4.419596,0.115255,1.744963,0.115255
sh.603636,2024-04-30,2023-12-31,0.611314,0.388686,0.294082,,-0.102096,-2.625693,-0.102096
sh.603637,2024-03-29,2023-12-31,0.937806,0.062194,0.654064,,0.095283,0.550921,0.095283
sh.603638,2024-04-30,2023-12-31,0.524600,0.475400,0.512319,8.595979,0.005194,0.041669,0.005194
sh.603639,2024-04-27,2023-12-31,0.526465,0.473535,0.418720,137.365970,0.217202,2.018908,0.217202
sh.603648,2024-04-26,2023-12-31,0.273322,0.726678,0.625637,15.584758,0.201460,2.086283,0.201460
sh.603650,2024-04-25,2023-12-31,0.346933,0.653067,0.345753,6.191245,0.062553,0.455621,0.062553
sh.603655,2024-04-26,2023-12-31,0.767231,0.232769,0.895956,,0.088888,0.873855,0.088888
sh.603656,2024-04-26,2023-12-31,0.610364,0.389636,0.711453,,0.026331,1.591851,0.026331
sh.603657,2024-04-20,2023-12-31,0.707151,0.292849,0.441543,,-0.049435,-3.325995,-0.049435
sh.603658,2024-04-19,2023-12-31,0.572355,0.427645,0.680182,149.738114,0.330776,1.200734,0.330776
sh.603659,2024-04-13,2023-12-31,0.656415,0.343585,0.366932,29.601054,0.072869,0.523092,0.072869
sh.603660,2024-04-27,2023-12-31,0.857244,0.142756,0.339968,-8.076823,0.199181,,0.199181
sh.603661,2024-04-26,2023-12-31,0.572293,0.427707,0.257159,4.959291,0.054589,1.609448,0.054589
sh.603662,2024-04-30,2023-12-31,0.597866,0.402134,0.568194,20.901877,0.177624,0.567999,0.177624
sh.603663,2024-04-20,2023-12-31,0.397256,0.602744,0.535074,9.966219,0.074804,1.104104,0.074804
sh.603665,2024-04-20,2023-12-31,0.302037,0.697963,0.170728,-3.173564,0.050297,,0.050297
sh.603666,2024-04-30,2023-12-31,0.564080,0.435920,0.544288,-0.148152,0.033968,,0.033968
sh.603667,2024-04-27,2023-12-31,0.541476,0.458524,0.475676,6.446037,0.091263,1.970710,0.091263
sh.603668,2024-04-27,2023-12-31,0.486365,0.513635,0.193101,-0.111412,0.010101,,0.010101
sh.603669,2024-04-20,2023-12-31,0.542629,0.457371,0.494448,-375.166552,-0.192421,,-0.192421
sh.603676,2024-04-26,2023-12-31,0.675283,0.324717,0.687933,,0.182299,1.126627,0.182299
sh.603677,2024-03-21,2023-12-31,0.673638,0.326362,0.490857,6.336630,0.115248,2.953128,0.115248
sh.603678,2024-03-19,2023-12-31,0.597926,0.402074,0.620566,11.039816,0.247399,2.765130,0.247399
sh.603679,2024-04-23,2023-12-31,0.655796,0.344204,0.509573,15.864775,0.027401,0.300776,0.027401
sh.603680,2024-04-29,2023-12-31,0.680237,0.319763,0.522013,9.077545,0.095175,1.389554,0.095175
sh.603681,2024-04-30,2023-12-31,0.553651,0.446349,0.364410,1.690538,0.065133,4.313429,0.065133
sh.603682,2024-03-30,2023-12-31,0.080182,0.919818,0.012008,1.705949,0.623983,7.741548,0.623983
sh.603683,2024-04-25,2023-12-31,0.489258,0.510742,0.481606,,0.094852,2.190233,0.094852
sh.603685,2024-03-20,2023-12-31,0.338303,0.661697,0.260300,3.730512,0.091250,1.511071,0.091250
sh.603686,2024-04-19,2023-12-31,0.735008,0.264992,0.435547,,0.169927,2.777047,0.169927
sh.603687,2024-04-29,2023-12-31,0.575357,0.424643,0.612111,,0.153474,2.411888,0.153474
sh.603688,2024-03-23,2023-12-31,0.761683,0.238317,0.871426,,0.534997,0.760870,0.534997
sh.603689,2024-04-13,2023-12-31,0.216588,0.783412,0.384834,10.537780,0.081076,1.458042,0.081076
sh.603690,2024-04-30,2023-12-31,0.609722,0.390278,0.334102,3.039380,-0.257453,-2.473493,-0.257453
sh.603693,2024-04-25,2023-12-31,0.280430,0.719570,0.384252,3.690750,0.472145,1.681825,0.472145
sh.603696,2024-04-23,2023-12-31,0.576713,0.423287,0.823228,,0.073014,1.484472,0.073014
sh.603697,2024-03-16,2023-12-31,0.726798,0.273202,0.893652,,-0.004087,-0.033995,-0.004087
sh.603698,2024-04-20,2023-12-31,0.786219,0.213781,0.560652,,0.133390,2.000863,0.133390
sh.603699,2024-04-13,2023-12-31,0.784884,0.215116,0.437749,,0.114890,0.867665,0.114890
sh.603700,2024-04-16,2023-12-31,0.695284,0.304716,0.675601,,0.103344,1.410466,0.103344
sh.603701,2024-04-20,2023-12-31,0.608335,0.391665,0.576124,,-0.061893,-1.428033,-0.061893
sh.603703,2024-04-12,2023-12-31,0.498010,0.501990,0.290304,0.997637,0.124371,15.885647,0.124371
sh.603706,2024-04-24,2023-12-31,0.559231,0.440769,0.474183,396.170008,0.376797,2.201050,0.376797
sh.603707,2024-04-27,2023-12-31,0.762432,0.237568,0.510025,-4.555018,0.411857,,0.411857
sh.603708,2024-04-20,2023-12-31,0.380127,0.619873,0.061408,2.073839,0.090864,11.880296,0.090864
sh.603709,2024-04-29,2023-12-31,0.389161,0.610839,0.384060,4.479475,0.096007,4.964811,0.096007
sh.603711,2024-04-18,2023-12-31,0.625591,0.374409,0.584714,,0.105773,1.370521,0.105773
sh.603712,2024-03-28,2023-12-31,0.880748,0.119252,0.457946,39.671182,-0.011371,-0.080343,-0.011371
sh.603713,2024-04-12,2023-12-31,0.517938,0.482062,0.142732,6.981402,0.072194,1.462557,0.072194
sh.603716,2024-04-27,2023-12-31,0.716598,0.283402,0.250965,-1.803063,0.062751,,0.062751
sh.603717,2024-04-30,2023-12-31,0.497295,0.502705,0.158357,-31.679876,-0.262405,,-0.262405
sh.603718,2024-04-30,2023-12-31,0.339346,0.660654,0.558455,21.658785,-0.034759,-0.167300,-0.034759
sh.603719,2024-04-26,2023-12-31,0.635959,0.364041,0.346425,,0.159058,7.131755,0.159058
sh.603721,2024-04-10,2023-12-31,0.507879,0.492121,0.532574,,0.180212,,0.180212
sh.603722,2024-04-27,2023-12-31,0.560406,0.439594,0.757870,,0.080209,1.861661,0.080209
sh.603725,2024-03-22,2023-12-31,0.554970,0.445030,0.087584,5.425021,0.060778,1.235229,0.060778
sh.603726,2024-04-30,2023-12-31,0.546332,0.453668,0.488549,11.349489,0.100448,1.530877,0.100448
sh.603727,2024-03-30,2023-12-31,0.680494,0.319506,0.564572,,0.286026,,0.286026
sh.603728,2024-04-30,2023-12-31,0.574792,0.425208,0.541144,20.302027,0.079888,1.431182,0.079888
sh.603729,2024-04-26,2023-12-31,0.369978,0.630022,0.494993,-11.542948,0.051357,,0.051357
sh.603730,2024-04-30,2023-12-31,0.645714,0.354286,0.528745,31.462821,0.106533,0.954804,0.106533
sh.603733,2024-04-27,2023-12-31,0.408395,0.591605,0.330474,4.765885,0.007203,0.092329,0.007203
sh.603737,2024-04-20,2023-12-31,0.521650,0.478350,0.087042,2.125929,0.112864,7.937836,0.112864
sh.603738,2024-04-27,2023-12-31,0.477299,0.522701,0.824051,,0.344106,2.668374,0.344106
sh.603739,2024-04-26,2023-12-31,0.370442,0.629558,0.482809,7.702473,0.128111,1.493257,0.128111
sh.603755,2024-03-30,2023-12-31,0.353516,0.646484,0.675801,28.022414,0.194577,1.239469,0.194577
sh.603757,2024-04-29,2023-12-31,0.649322,0.350678,0.568624,,0.176244,1.178971,0.176244
sh.603758,2024-03-12,2023-12-31,0.607200,0.392800,0.742896,,0.176668,1.178912,0.176668
sh.603759,2024-03-20,2023-12-31,0.248879,0.751121,-0.135447,4.452184,0.253379,1.366264,0.253379
sh.603766,2024-04-27,2023-12-31,0.699514,0.300486,0.520994,,0.183932,5.068071,0.183932
sh.603767,2024-03-30,2023-12-31,0.528486,0.471514,0.712281,,0.182259,2.766634,0.182259
sh.603768,2024-04-02,2023-12-31,0.396805,0.603195,0.328185,4.052859,-0.008802,-0.217247,-0.008802
sh.603773,2024-04-20,2023-12-31,0.502300,0.497700,0.264956,2.139095,0.093785,5.426499,0.093785
sh.603776,2024-04-29,2023-12-31,0.827046,0.172954,0.642898,-2.040388,0.399492,,0.399492
sh.603777,2024-04-27,2023-12-31,0.516602,0.483398,0.501865,,0.088896,5.703200,0.088896
sh.603778,2024-04-27,2023-12-31,0.310604,0.689396,0.237903,-4.219263,0.010731,,0.010731
sh.603779,2024-04-23,2023-12-31,0.462541,0.537460,0.388379,-7.497009,0.029240,,0.029240
sh.603786,2024-04-20,2023-12-31,0.773528,0.226472,0.700029,,0.093474,0.664639,0.093474
sh.603787,2024-04-26,2023-12-31,0.565206,0.434794,0.315468,,0.073358,3.432122,0.073358
sh.603788,2024-04-20,2023-12-31,0.713270,0.286730,0.759975,,0.080913,0.629392,0.080913
sh.603789,2024-04-30,2023-12-31,0.523150,0.476850,0.206469,-3.570238,0.056115,,0.056115
sh.603790,2024-04-26,2023-12-31,0.500272,0.499728,0.612518,11.590662,0.124333,2.315392,0.124333
sh.603797,2024-04-27,2023-12-31,0.186031,0.813969,-0.066540,1.978271,0.179714,1.073749,0.179714
sh.603798,2024-04-27,2023-12-31,0.658365,0.341635,0.762960,,0.037457,0.825249,0.037457
sh.603799,2024-04-20,2023-12-31,0.391425,0.608575,0.233205,3.939275,0.052574,0.773759,0.052574
sh.603800,2024-04-20,2023-12-31,0.773971,0.226029,0.115703,25.701399,0.001915,0.015365,0.001915
sh.603801,2024-04-26,2023-12-31,0.543169,0.456831,0.444021,,0.123666,1.271123,0.123666
sh.603803,2024-04-27,2023-12-31,0.778721,0.221279,0.516594,-22.743527,0.193101,,0.193101
sh.603806,2024-04-12,2023-12-31,0.793928,0.206072,0.685755,,-0.001155,-0.014108,-0.001155
sh.603808,2024-04-30,2023-12-31,0.448701,0.551299,0.406402,14.742903,0.164530,2.961682,0.164530
sh.603809,2024-04-27,2023-12-31,0.366342,0.633658,0.331430,3.812209,0.165073,1.774459,0.165073
sh.603810,2024-04-26,2023-12-31,0.622307,0.377693,0.514878,-6.924431,0.058316,,0.058316
sh.603811,2024-04-26,2023-12-31,0.273369,0.726631,0.590818,28.732890,0.290014,1.201980,0.290014
sh.603813,2024-03-23,2023-12-31,0.219046,0.780955,0.393754,0.712293,0.127886,,0.127886
sh.603815,2024-04-20,2023-12-31,0.706626,0.293374,0.200492,6.215739,-0.013311,-0.359974,-0.013311
sh.603816,2024-04-30,2023-12-31,0.449133,0.550867,0.466336,59.414279,0.127149,1.210376,0.127149
sh.603817,2024-04-25,2023-12-31,0.369775,0.630225,0.117762,3.053148,0.139585,1.108312,0.139585
sh.603818,2024-04-30,2023-12-31,0.285830,0.714170,-0.203780,-0.285901,0.191941,,0.191941
sh.603819,2024-04-27,2023-12-31,0.781983,0.218017,0.567080,8.215469,0.058514,0.450959,0.058514
sh.603822,2024-04-27,2023-12-31,0.284527,0.715473,0.188211,0.672291,0.119171,60.972538,0.119171
sh.603823,2024-04-30,2023-12-31,0.572244,0.427756,0.606975,23.425881,0.147812,2.466602,0.147812
sh.603825,2024-04-30,2023-12-31,0.802026,0.197974,0.205475,-14.081479,0.127455,,0.127455
sh.603826,2024-04-26,2023-12-31,0.307273,0.692727,0.339288,2.839399,0.096973,0.905893,0.096973
sh.603828,2024-04-30,2023-12-31,0.675234,0.324766,-0.026830,-1.375292,0.061310,,0.061310
sh.603829,2024-04-26,2023-12-31,0.707593,0.292407,0.312149,14.158482,0.110839,1.323388,0.110839
sh.603833,2024-04-25,2023-12-31,0.476469,0.523531,0.489617,,0.214118,1.612350,0.214118
sh.603836,2024-04-18,2023-12-31,0.799628,0.200372,0.409905,17.939945,0.037853,1.536500,0.037853
sh.603838,2024-04-16,2023-12-31,0.654521,0.345479,0.839003,,-0.050668,,-0.050668
sh.603839,2024-04-27,2023-12-31,0.552190,0.447810,0.617646,,0.088827,6.456669,0.088827
sh.603843,2024-04-30,2023-12-31,0.567050,0.432950,-0.064065,-3.020656,-0.155740,,-0.155740
sh.603848,2024-04-23,2023-12-31,0.206350,0.793650,0.264541,,0.298773,1.543094,0.298773
sh.603855,2024-03-29,2023-12-31,0.818669,0.181331,0.386010,,0.196118,1.340871,0.196118
sh.603856,2024-04-26,2023-12-31,0.702838,0.297162,0.580554,11.255275,0.066952,1.149738,0.066952
sh.603858,2024-04-26,2023-12-31,0.396364,0.603636,0.356128,5.330648,-0.014768,-1.288019,-0.014768
sh.603859,2024-04-16,2023-12-31,0.576184,0.423816,0.371530,87.221277,0.223194,1.057332,0.223194
sh.603860,2024-03-16,2023-12-31,0.492424,0.507576,0.805557,,0.237339,1.192183,0.237339
sh.603861,2024-04-23,2023-12-31,0.559852,0.440148,0.271340,3.316589,-0.011267,-0.449988,-0.011267
sh.603863,2024-04-23,2023-12-31,0.151004,0.848997,0.286545,-8.919848,-0.042936,,-0.042936
sh.603866,2024-03-21,2023-12-31,0.136540,0.863460,0.630580,33.410978,0.119938,1.412100,0.119938
sh.603867,2024-04-26,2023-12-31,0.447388,0.552612,0.517583,21.389783,0.108381,0.974543,0.108381
sh.603868,2024-03-12,2023-12-31,0.610808,0.389192,0.744920,,0.259098,1.285705,0.259098
sh.603869,2024-04-30,2023-12-31,0.631829,0.368171,0.586097,,0.070158,,0.070158
sh.603871,2024-04-18,2023-12-31,0.546687,0.453313,0.451124,,0.221981,1.491291,0.221981
sh.603876,2024-04-23,2023-12-31,0.599006,0.400994,0.295599,46.845429,0.059420,2.126754,0.059420
sh.603877,2024-03-22,2023-12-31,0.677649,0.322351,0.460699,13.409321,0.163793,3.034619,0.163793
sh.603878,2024-04-26,2023-12-31,0.746861,0.253139,0.621450,73.624164,0.056868,0.568570,0.056868
sh.603879,2024-04-30,2023-12-31,0.580640,0.419360,0.646151,,-0.130012,,-0.130012
sh.603880,2024-03-30,2023-12-31,0.445882,0.554118,0.301852,-5.741231,0.025845,,0.025845
sh.603881,2024-04-13,2023-12-31,0.209602,0.790398,0.414141,2.261652,0.773987,9.706996,0.773987
sh.603882,2024-04-26,2023-12-31,0.702360,0.297640,0.659769,,0.144130,1.932492,0.144130
sh.603883,2024-04-30,2023-12-31,0.430026,0.569974,-0.032357,9.916088,0.121664,2.429635,0.121664
sh.603885,2024-04-09,2023-12-31,0.086372,0.913628,0.124921,1.712879,0.318852,8.444033,0.318852
sh.603886,2024-03-26,2023-12-31,0.574969,0.425031,0.472088,29.227168,0.199198,1.916916,0.199198
sh.603887,2024-04-30,2023-12-31,0.601304,0.398696,0.295172,-3.715534,0.278490,,0.278490
sh.603888,2024-04-23,2023-12-31,0.777154,0.222846,0.621593,,0.220262,1.676616,0.220262
sh.603889,2024-04-18,2023-12-31,0.624237,0.375763,0.526542,48.106669,0.124411,1.282869,0.124411
sh.603890,2024-04-25,2023-12-31,0.561940,0.438060,0.437598,2.383564,0.161177,,0.161177
sh.603893,2024-04-15,2023-12-31,0.813501,0.186499,0.789158,,0.319162,5.050657,0.319162
sh.603895,2024-04-27,2023-12-31,0.858361,0.141639,0.174589,-9.947706,-0.184711,,-0.184711
sh.603896,2024-04-26,2023-12-31,0.569201,0.430799,0.560910,,0.401681,1.238044,0.401681
sh.603897,2024-04-26,2023-12-31,0.819673,0.180327,0.431755,,0.014745,0.754536,0.014745
sh.603898,2024-04-27,2023-12-31,0.484767,0.515233,0.616653,7.835626,0.204585,2.132909,0.204585
sh.603899,2024-03-30,2023-12-31,0.801656,0.198344,0.456135,,0.112054,1.591665,0.112054
sh.603900,2024-04-19,2023-12-31,0.905805,0.094195,0.833347,,-0.121623,,-0.121623
sh.603901,2024-04-27,2023-12-31,0.663471,0.336529,0.264025,3.050695,0.068354,3.449419,0.068354
sh.603903,2024-04-30,2023-12-31,0.555583,0.444417,0.112572,3.490677,0.123772,1.132074,0.123772
sh.603906,2024-04-29,2023-12-31,0.486874,0.513126,0.128544,-7.403364,0.101452,,0.101452
sh.603908,2024-04-30,2023-12-31,0.811672,0.188328,0.415161,20.651089,0.191391,2.609062,0.191391
sh.603909,2024-03-20,2023-12-31,0.858093,0.141907,0.247297,,0.112856,5.549547,0.112856
sh.603912,2024-03-22,2023-12-31,0.767426,0.232574,0.603626,,-0.115914,-2.087381,-0.115914
sh.603915,2024-04-27,2023-12-31,0.672976,0.327024,0.661919,,0.200348,1.355317,0.200348
sh.603916,2024-04-26,2023-12-31,0.619457,0.380543,0.426253,6.367032,0.103271,1.584831,0.103271
sh.603917,2024-04-20,2023-12-31,0.635162,0.364838,0.695330,,0.122252,1.881614,0.122252
sh.603918,2024-04-26,2023-12-31,0.832421,0.167579,0.568154,,0.067353,2.523998,0.067353
sh.603919,2024-03-16,2023-12-31,0.622176,0.377824,0.693520,,0.176705,1.395517,0.176705
sh.603920,2024-04-25,2023-12-31,0.603259,0.396741,0.502838,66.186605,0.318211,3.080473,0.318211
sh.603922,2024-04-27,2023-12-31,0.833029,0.166971,0.612802,,-0.101528,-7.862125,-0.101528
sh.603926,2024-04-25,2023-12-31,0.583396,0.416604,0.531448,,0.156209,3.555352,0.156209
sh.603927,2024-04-12,2023-12-31,0.952449,0.047551,0.446632,,0.030076,0.298719,0.030076
sh.603928,2024-04-26,2023-12-31,0.584571,0.415429,0.709082,8.933120,0.167141,3.302168,0.167141
sh.603929,2024-03-13,2023-12-31,0.938087,0.061913,0.388885,,0.164341,1.796072,0.164341
sh.603931,2024-04-26,2023-12-31,0.643564,0.356436,0.830126,,0.296169,1.176233,0.296169
sh.603933,2024-03-27,2023-12-31,0.742659,0.257341,0.477839,4.752632,0.078818,2.365814,0.078818
sh.603936,2024-04-27,2023-12-31,0.390930,0.609070,0.460582,-16.253209,0.010815,,0.010815
sh.603937,2024-03-30,2023-12-31,0.538933,0.461067,0.593286,,-0.016158,-0.337167,-0.016158
sh.603938,2024-04-12,2023-12-31,0.459049,0.540951,0.668342,19.908483,0.188099,2.244647,0.188099
sh.603939,2024-04-29,2023-12-31,0.502512,0.497488,0.169249,31.302314,0.204697,2.924695,0.204697
sh.603948,2024-03-09,2023-12-31,0.740306,0.259694,0.716357,,0.133464,1.113166,0.133464
sh.603949,2024-04-03,2023-12-31,0.782813,0.217187,0.900007,,0.205916,1.120111,0.205916
sh.603950,2024-03-29,2023-12-31,0.400353,0.599647,0.521159,,0.183723,1.238319,0.183723
sh.603955,2024-04-29,2023-12-31,0.506338,0.493662,0.519280,-0.748401,0.768448,,0.768448
sh.603956,2024-04-27,2023-12-31,0.613110,0.386890,0.480080,1.574204,0.017613,1.233342,0.017613
sh.603958,2024-04-27,2023-12-31,0.821070,0.178930,0.757248,,0.092483,49.948782,0.092483
sh.603959,2024-04-30,2023-12-31,0.802917,0.197083,0.043764,-3.202530,-0.097896,,-0.097896
sh.603960,2024-04-27,2023-12-31,0.629085,0.370915,0.717317,,0.256843,1.911665,0.256843
sh.603963,2024-04-26,2023-12-31,0.610230,0.389770,0.720308,-9.916427,-0.298001,,-0.298001
sh.603966,2024-04-27,2023-12-31,0.602678,0.397322,0.239459,11.526697,0.171785,2.049497,0.171785
sh.603967,2024-03-30,2023-12-31,0.566982,0.433018,0.478520,40.486517,0.014706,0.377017,0.014706
sh.603968,2024-04-25,2023-12-31,0.633274,0.366726,0.504951,,0.065855,5.799589,0.065855
sh.603969,2024-04-17,2023-12-31,0.795564,0.204436,0.614778,23.796609,-0.025839,-0.389910,-0.025839
sh.603970,2024-04-19,2023-12-31,0.955033,0.044967,0.230073,478.766816,-0.090271,-3.813772,-0.090271
sh.603976,2024-04-27,2023-12-31,0.514550,0.485450,0.567689,3.490421,0.215618,4.822634,0.215618
sh.603977,2024-03-28,2023-12-31,0.471182,0.528818,0.383187,,0.146217,1.056190,0.146217
sh.603978,2024-04-24,2023-12-31,0.458333,0.541667,0.405389,-1.134105,-0.130380,,-0.130380
sh.603979,2024-04-26,2023-12-31,0.538011,0.461989,0.451217,17.212145,0.146633,1.051614,0.146633
