code,pubDate,statDate,CAToAsset,NCAToAsset,tangibleAssetToAsset,ebitToInterest,CFOToOR,CFOToNP,CFOToGr
sh.603980,2024-04-30,2023-12-31,0.640688,0.359312,0.826181,,-0.074407,,-0.074407
sh.603982,2024-04-25,2023-12-31,0.362403,0.637597,0.302457,-3.568803,-0.153656,,-0.153656
sh.603983,2024-04-27,2023-12-31,0.568052,0.431948,0.575979,,0.151880,1.217705,0.151880
sh.603985,2024-04-25,2023-12-31,0.468090,0.531910,0.645075,-19.248039,-0.061905,,-0.061905
sh.603986,2024-04-20,2023-12-31,0.705099,0.294901,0.852971,,0.206003,7.364654,0.206003
sh.603987,2024-04-20,2023-12-31,0.463920,0.536080,0.462473,15.973739,0.179241,1.590351,0.179241
sh.603988,2024-03-30,2023-12-31,0.856808,0.143192,0.559937,,0.048512,0.850368,0.048512
sh.603989,2024-04-23,2023-12-31,0.691225,0.308775,0.624722,14.052856,0.050056,0.494146,0.050056
sh.603990,2024-04-30,2023-12-31,0.313048,0.686952,0.225295,-5.621775,-0.512260,,-0.512260
sh.603991,2024-04-19,2023-12-31,0.468393,0.531607,0.199162,-3.809394,-0.174841,,-0.174841
sh.603992,2024-04-30,2023-12-31,0.618944,0.381056,0.512339,56.660927,0.159806,1.219065,0.159806
sh.603993,2024-03-23,2023-12-31,0.483583,0.516417,0.198044,7.212721,0.083439,1.821907,0.083439
sh.603995,2024-04-16,2023-12-31,0.373030,0.626970,0.354450,10.171422,0.022723,1.465585,0.022723
sh.603997,2024-04-26,2023-12-31,0.453474,0.546526,0.028110,1.831230,0.076400,7.931825,0.076400
sh.603998,2024-04-20,2023-12-31,0.298823,0.701177,0.286361,21.002552,0.053752,0.487340,0.053752
sh.603999,2024-03-27,2023-12-31,0.666555,0.333445,0.749024,,0.150597,2.048981,0.150597
sh.605001,2024-04-18,2023-12-31,0.627544,0.372456,0.402595,7.682684,-0.074404,-0.340029,-0.074404
sh.605003,2024-04-26,2023-12-31,0.574754,0.425246,0.816938,,0.344661,0.507340,0.344661
sh.605005,2024-04-26,2023-12-31,0.550609,0.449391,0.682015,125.334725,0.242011,1.789606,0.242011
sh.605006,2024-04-24,2023-12-31,0.308848,0.691152,0.392156,3.089623,0.248531,5.194430,0.248531
sh.605007,2024-04-09,2023-12-31,0.342253,0.657747,0.235640,4.849749,0.165137,3.918094,0.165137
sh.605008,2024-04-30,2023-12-31,0.324038,0.675962,0.352403,2.869618,0.164508,2.454438,0.164508
sh.605009,2024-04-12,2023-12-31,0.595684,0.404316,0.661722,,0.284535,1.788507,0.284535
sh.605011,2024-04-20,2023-12-31,0.337977,0.662023,0.543504,22.848411,0.135979,1.616521,0.135979
sh.605016,2024-04-27,2023-12-31,0.441081,0.558919,0.848733,,0.224164,1.008483,0.224164
sh.605018,2024-04-26,2023-12-31,0.435258,0.564742,0.678478,46.974898,0.064303,1.425948,0.064303
sh.605020,2024-04-26,2023-12-31,0.257366,0.742634,0.311022,4.575966,0.119897,2.848235,0.119897
sh.605028,2024-03-20,2023-12-31,0.467912,0.532088,0.829467,,0.752449,1.445507,0.752449
sh.605033,2024-04-26,2023-12-31,0.633446,0.366554,0.599339,,0.478936,5.816651,0.478936
sh.605050,2024-04-16,2023-12-31,0.832434,0.167566,0.580574,,-0.053280,-1.222370,-0.053280
sh.605055,2024-04-25,2023-12-31,0.164999,0.835001,0.316949,2.714341,0.228915,10.130198,0.228915
sh.605056,2024-04-30,2023-12-31,0.807427,0.192573,0.458302,,0.098084,2.651954,0.098084
sh.605058,2024-04-25,2023-12-31,0.701467,0.298533,0.679994,,0.172585,1.405416,0.172585
sh.605060,2024-04-03,2023-12-31,0.498201,0.501799,0.769956,,0.268477,1.303926,0.268477
sh.605066,2024-04-23,2023-12-31,0.733411,0.266589,0.459462,,0.166801,2.970919,0.166801
sh.605068,2024-04-23,2023-12-31,0.586089,0.413911,0.480668,2.623616,0.063230,1.039714,0.063230
sh.605069,2024-04-30,2023-12-31,0.444888,0.555112,0.274588,,0.428690,,0.428690
sh.605077,2024-04-19,2023-12-31,0.552783,0.447217,0.394195,27.496351,0.222615,1.663522,0.222615
sh.605080,2024-03-26,2023-12-31,0.609747,0.390253,0.782407,,0.291148,1.870050,0.291148
sh.605081,2024-04-26,2023-12-31,0.697342,0.302658,0.745869,,-0.341834,,-0.341834
sh.605086,2024-04-10,2023-12-31,0.429902,0.570098,0.680384,,0.494778,1.346066,0.494778
sh.605088,2024-03-30,2023-12-31,0.783683,0.216317,0.409100,43.053553,0.105059,1.176387,0.105059
sh.605089,2024-04-26,2023-12-31,0.793399,0.206601,0.909315,,0.215142,1.269612,0.215142
sh.605090,2024-04-10,2023-12-31,0.557393,0.442607,0.447028,123.813894,0.081238,1.641233,0.081238
sh.605098,2024-04-16,2023-12-31,0.869375,0.130625,0.452502,,0.675384,2.061246,0.675384
sh.605099,2024-04-29,2023-12-31,0.710140,0.289860,0.709736,,0.165609,0.945298,0.165609
sh.605100,2024-04-30,2023-12-31,0.540346,0.459654,0.716794,,-0.040895,-0.506220,-0.040895
sh.605108,2024-04-26,2023-12-31,0.125932,0.874068,0.394257,11.777963,0.300204,2.370593,0.300204
sh.605111,2024-03-28,2023-12-31,0.833098,0.166902,0.812949,,0.322011,1.496370,0.322011
sh.605116,2024-04-29,2023-12-31,0.530582,0.469418,0.708840,,0.305423,1.333954,0.305423
sh.605117,2024-04-25,2023-12-31,0.733265,0.266735,0.450928,,0.278216,1.161913,0.278216
sh.605118,2024-04-16,2023-12-31,0.533949,0.466051,0.868340,,0.468334,1.832481,0.468334
sh.605122,2024-04-27,2023-12-31,0.693988,0.306012,0.343207,1.560356,0.047493,7.743593,0.047493
sh.605123,2024-04-30,2023-12-31,0.773328,0.226672,0.617941,,0.037751,0.277582,0.037751
sh.605128,2024-03-29,2023-12-31,0.537783,0.462217,0.368376,9.749524,0.035157,0.608550,0.035157
sh.605133,2024-04-10,2023-12-31,0.442598,0.557402,0.527413,214.386926,0.060145,0.758576,0.060145
sh.605136,2024-03-29,2023-12-31,0.863854,0.136146,0.803415,,0.078844,7.996251,0.078844
sh.605138,2024-04-23,2023-12-31,0.353730,0.646270,0.210010,1.600515,0.148124,7.081955,0.148124
sh.605151,2024-04-25,2023-12-31,0.721417,0.278583,0.518369,,0.044414,0.414895,0.044414
sh.605155,2024-03-30,2023-12-31,0.608005,0.391995,0.894255,,0.166184,1.203725,0.166184
sh.605158,2024-04-19,2023-12-31,0.873973,0.126027,0.378192,,0.064168,1.454625,0.064168
sh.605162,2024-03-27,2023-12-31,0.493250,0.506750,0.675596,122.674292,0.241307,1.567372,0.241307
sh.605166,2024-03-29,2023-12-31,0.697485,0.302515,0.319792,,0.086356,2.395151,0.086356
sh.605167,2024-04-26,2023-12-31,0.580799,0.419201,0.489468,,0.108187,1.844426,0.108187
sh.605168,2024-04-30,2023-12-31,0.751077,0.248923,0.585336,21.761960,0.024231,0.242512,0.024231
sh.605169,2024-04-19,2023-12-31,0.380084,0.619916,0.640139,,0.143972,1.744031,0.143972
sh.605177,2024-04-24,2023-12-31,0.522548,0.477452,0.577288,,-0.061972,-0.693297,-0.061972
sh.605178,2024-04-20,2023-12-31,0.795043,0.204957,0.680943,,-0.592904,,-0.592904
sh.605179,2024-04-23,2023-12-31,0.250514,0.749486,0.307198,2.574587,0.113561,13.498366,0.113561
sh.605180,2024-04-26,2023-12-31,0.744083,0.255917,0.942871,,0.242307,2.087967,0.242307
sh.605183,2024-04-25,2023-12-31,0.643194,0.356806,0.833412,,0.215333,0.945192,0.215333
sh.605186,2024-04-30,2023-12-31,0.585859,0.414141,0.767488,,-0.115080,-0.571099,-0.115080
sh.605188,2024-04-26,2023-12-31,0.395819,0.604181,0.341557,2.186305,0.096313,15.994493,0.096313
sh.605189,2024-03-26,2023-12-31,0.495533,0.504467,0.386204,,0.028506,0.685379,0.028506
sh.605196,2024-04-30,2023-12-31,0.726573,0.273427,0.489819,20.786394,0.075239,1.108605,0.075239
sh.605198,2024-03-07,2023-12-31,0.670981,0.329019,0.931499,,-0.034073,-0.116827,-0.034073
sh.605199,2024-04-27,2023-12-31,0.471349,0.528651,0.274669,5.108671,0.014829,0.250862,0.014829
sh.605208,2024-04-27,2023-12-31,0.556199,0.443801,0.567158,2.161216,0.026353,3.014961,0.026353
sh.605218,2024-04-16,2023-12-31,0.651633,0.348367,0.685222,,0.021440,0.284843,0.021440
sh.605222,2024-03-29,2023-12-31,0.830892,0.169108,0.314280,3.878628,0.019506,1.074128,0.019506
sh.605228,2024-04-30,2023-12-31,0.651590,0.348410,0.428699,263.999881,0.228669,6.837968,0.228669
sh.605255,2024-04-19,2023-12-31,0.327223,0.672777,0.812885,,0.238015,2.709104,0.238015
sh.605258,2024-04-16,2023-12-31,0.590474,0.409526,0.709355,,0.073295,1.439963,0.073295
sh.605259,2024-04-26,2023-12-31,0.773103,0.226897,0.699127,,0.116245,1.050983,0.116245
sh.605266,2024-04-27,2023-12-31,0.395778,0.604222,-0.040764,5.577489,0.112812,2.471525,0.112812
sh.605268,2024-04-26,2023-12-31,0.529237,0.470763,0.318874,,0.096087,5.721403,0.096087
sh.605277,2024-04-27,2023-12-31,0.558143,0.441857,0.358339,8.573946,0.066618,1.469584,0.066618
sh.605286,2024-04-26,2023-12-31,0.757848,0.242152,0.370307,127.333931,0.103415,0.974588,0.103415
sh.605287,2024-04-30,2023-12-31,0.875456,0.124544,0.134468,6.866868,0.044286,1.617653,0.044286
sh.605288,2024-04-30,2023-12-31,0.607700,0.392300,0.764641,,0.190708,2.187029,0.190708
sh.605289,2024-03-26,2023-12-31,0.772697,0.227303,0.612503,,0.175604,1.388094,0.175604
sh.605296,2024-04-26,2023-12-31,0.359877,0.640123,0.692480,-1063.524683,0.005009,,0.005009
sh.605298,2024-04-29,2023-12-31,0.694747,0.305253,0.700121,,-0.058665,-0.675473,-0.058665
sh.605299,2024-03-15,2023-12-31,0.590002,0.409998,0.594894,92.350535,0.166129,1.832053,0.166129
sh.605300,2024-04-19,2023-12-31,0.674320,0.325680,0.679658,,0.103563,1.146267,0.103563
sh.605303,2024-04-30,2023-12-31,0.871908,0.128092,0.412204,-18.977556,-0.167206,,-0.167206
sh.605305,2024-04-13,2023-12-31,0.894001,0.105999,0.758230,,0.088948,0.474984,0.088948
sh.605318,2024-04-30,2023-12-31,0.701997,0.298003,0.587199,,-0.109996,-6.337645,-0.109996
sh.605319,2024-04-17,2023-12-31,0.482425,0.517575,0.399503,17.813404,0.183004,1.529437,0.183004
sh.605333,2024-04-26,2023-12-31,0.601748,0.398252,0.237794,2.297400,0.071084,5.259679,0.071084
sh.605336,2024-04-23,2023-12-31,0.762633,0.237367,0.823793,,0.261972,1.147226,0.261972
sh.605337,2024-04-10,2023-12-31,0.521615,0.478385,0.505157,,0.293127,1.746569,0.293127
sh.605338,2024-03-29,2023-12-31,0.459549,0.540451,0.732407,,0.149932,1.135049,0.149932
sh.605339,2024-03-12,2023-12-31,0.587669,0.412331,0.792190,,0.136416,1.808595,0.136416
sh.605358,2024-04-23,2023-12-31,0.315166,0.684834,0.393801,0.433654,0.381756,,0.381756
sh.605365,2024-04-23,2023-12-31,0.634320,0.365680,0.543472,,0.102996,2.194291,0.102996
sh.605366,2024-04-30,2023-12-31,0.347885,0.652115,0.583321,3.443145,0.140680,2.998950,0.140680
sh.605368,2024-03-26,2023-12-31,0.346066,0.653934,0.391146,29.378627,0.137548,1.114158,0.137548
sh.605369,2024-04-27,2023-12-31,0.441749,0.558251,0.706908,,0.190130,1.698890,0.190130
sh.605376,2024-04-27,2023-12-31,0.409467,0.590534,0.747715,-63.179452,0.260878,,0.260878
sh.605377,2024-04-29,2023-12-31,0.765153,0.234847,0.625672,,0.110317,0.776217,0.110317
sh.605378,2024-04-29,2023-12-31,0.719367,0.280633,0.748216,,0.103599,0.978523,0.103599
sh.605388,2024-04-19,2023-12-31,0.469283,0.530717,0.619144,,0.052503,1.325934,0.052503
sh.605389,2024-04-25,2023-12-31,0.607171,0.392829,0.700385,,0.230002,1.742189,0.230002
sh.605398,2024-04-27,2023-12-31,0.985634,0.014366,0.832095,,0.081935,0.874200,0.081935
sh.605399,2024-04-27,2023-12-31,0.582986,0.417014,0.628875,,0.171224,1.973727,0.171224
sh.605488,2024-03-30,2023-12-31,0.477478,0.522522,0.387234,14.050064,0.041449,1.286774,0.041449
sh.605499,2024-04-15,2023-12-31,0.596093,0.403907,0.370303,,0.291337,1.608645,0.291337
sh.605500,2024-04-23,2023-12-31,0.424293,0.575707,0.663858,,0.085465,1.261163,0.085465
sh.605507,2024-04-16,2023-12-31,0.525317,0.474683,0.681105,,0.096601,0.847179,0.096601
sh.605555,2024-04-26,2023-12-31,0.698322,0.301678,0.587841,,0.169058,1.456189,0.169058
sh.605566,2024-04-27,2023-12-31,0.772368,0.227632,0.645955,,0.088711,5.332115,0.088711
sh.605567,2024-04-27,2023-12-31,0.416166,0.583834,0.430799,-5.462236,0.070998,,0.070998
sh.605577,2024-04-25,2023-12-31,0.552490,0.447510,0.626907,,0.211542,1.132881,0.211542
sh.605580,2024-04-18,2023-12-31,0.343717,0.656283,0.598001,1489.185292,0.256771,1.497057,0.256771
sh.605588,2024-04-30,2023-12-31,0.565976,0.434024,0.574118,,-0.001272,-0.021796,-0.001272
sh.605589,2024-04-19,2023-12-31,0.457426,0.542574,0.603920,17.080438,0.093285,1.060068,0.093285
sh.605598,2024-04-26,2023-12-31,0.850080,0.149920,0.797387,,0.104979,0.771846,0.104979
sh.605599,2024-04-29,2023-12-31,0.948193,0.051807,0.583802,886.009321,0.041744,0.972655,0.041744
sh.688001,2024-04-30,2023-12-31,0.538288,0.461712,0.547402,90.656100,0.073879,0.573674,0.073879
sh.688002,2024-04-23,2023-12-31,0.543570,0.456430,0.516814,9.437561,0.138104,1.164055,0.138104
sh.688003,2024-04-20,2023-12-31,0.626035,0.373965,0.461253,60.508152,0.139687,1.069871,0.139687
sh.688004,2024-04-18,2023-12-31,0.453860,0.546140,0.815214,,-0.124903,,-0.124903
sh.688005,2024-04-12,2023-12-31,0.610304,0.389696,0.310382,16.047127,0.079241,2.860747,0.079241
sh.688006,2024-04-26,2023-12-31,0.842742,0.157258,0.473849,,0.054675,0.265688,0.054675
sh.688007,2024-04-27,2023-12-31,0.690832,0.309168,0.579359,,0.164493,20.667362,0.164493
sh.688008,2024-04-10,2023-12-31,0.775517,0.224483,0.920921,,0.319918,1.620866,0.319918
sh.688009,2024-03-27,2023-12-31,0.777454,0.222546,0.362679,,0.055619,0.512607,0.055491
sh.688010,2024-04-27,2023-12-31,0.429425,0.570575,0.603431,-4.974200,0.125524,,0.125524
sh.688011,2024-04-20,2023-12-31,0.776145,0.223855,0.836808,,0.004221,,0.004221
sh.688012,2024-03-19,2023-12-31,0.700911,0.299089,0.767738,,-0.155971,-0.547612,-0.155971
sh.688013,2024-04-27,2023-12-31,0.757768,0.242232,0.836957,,0.327018,1.753213,0.327018
sh.688015,2024-04-20,2023-12-31,0.740876,0.259124,0.402759,,0.096967,1.521526,0.096967
sh.688016,2024-03-28,2023-12-31,0.792530,0.207471,0.810763,,0.470269,1.145908,0.470269
sh.688017,2024-04-30,2023-12-31,0.592519,0.407481,0.687243,,0.419155,1.759809,0.419155
sh.688018,2024-03-23,2023-12-31,0.551639,0.448361,0.835476,,0.211154,2.221638,0.211154
sh.688019,2024-04-16,2023-12-31,0.515597,0.484403,0.713359,,0.271623,0.834881,0.271623
sh.688020,2024-04-17,2023-12-31,0.520463,0.479537,0.734496,-29.324886,-0.037094,,-0.037094
sh.688021,2024-04-27,2023-12-31,0.472434,0.527566,0.563546,-0.467830,0.022195,,0.022195
sh.688022,2024-04-24,2023-12-31,0.589058,0.410942,0.392317,-3.919128,-0.242751,,-0.242751
sh.688023,2024-04-26,2023-12-31,0.569524,0.430476,0.451282,-14.108696,-0.117838,,-0.117838
sh.688025,2024-04-20,2023-12-31,0.685082,0.314918,0.690469,269.111410,0.190940,2.245268,0.190940
sh.688026,2024-04-20,2023-12-31,0.474122,0.525878,0.675092,4.678169,0.291097,3.840780,0.291097
sh.688027,2024-04-09,2023-12-31,0.707120,0.292880,0.741561,,-0.025931,,-0.025931
sh.688028,2024-04-20,2023-12-31,0.370352,0.629648,0.672961,,0.157320,0.977572,0.157320
sh.688029,2024-04-26,2023-12-31,0.749158,0.250842,0.748043,,0.226242,1.102838,0.226242
sh.688030,2024-03-28,2023-12-31,0.741869,0.258131,0.483741,-15.210722,-0.064652,,-0.064652
sh.688031,2024-04-26,2023-12-31,0.869576,0.130424,0.792225,,-0.744556,,-0.744556
sh.688032,2024-04-29,2023-12-31,0.855591,0.144409,0.840765,,0.020091,0.079282,0.020091
sh.688033,2024-04-27,2023-12-31,0.473487,0.526513,0.531165,12.705047,-0.235235,-2.760648,-0.235235
sh.688035,2024-04-20,2023-12-31,0.513175,0.486825,0.763770,,0.041716,0.387561,0.041716
sh.688036,2024-04-23,2023-12-31,0.870145,0.129855,0.363109,,0.190867,2.128141,0.190867
sh.688037,2024-04-27,2023-12-31,0.752770,0.247230,0.530696,46.962217,-0.327831,-2.250136,-0.327831
sh.688038,2024-04-20,2023-12-31,0.707540,0.292460,0.456789,-8.257009,-0.418120,,-0.418120
sh.688039,2024-04-27,2023-12-31,0.490156,0.509845,0.717279,,-0.294145,,-0.294145
sh.688041,2024-04-12,2023-12-31,0.673821,0.326179,0.599502,,0.135347,0.478317,0.135347
sh.688045,2024-03-23,2023-12-31,0.884569,0.115431,0.894378,,-0.025881,,-0.025881
sh.688046,2024-04-27,2023-12-31,0.643051,0.356949,0.779325,,0.187356,0.733544,0.187356
sh.688047,2024-04-27,2023-12-31,0.794595,0.205405,0.748401,,-0.811414,,-0.811414
sh.688048,2024-04-26,2023-12-31,0.574327,0.425673,0.861936,,0.086957,,0.086957
sh.688049,2024-03-26,2023-12-31,0.922327,0.077673,0.914308,,0.298199,2.383902,0.298199
sh.688050,2024-04-18,2023-12-31,0.334077,0.665923,0.545552,97.933208,0.223535,0.743294,0.223535
sh.688051,2024-04-27,2023-12-31,0.590946,0.409054,0.608552,-144.574711,-0.398607,,-0.398607
sh.688052,2024-04-26,2023-12-31,0.740445,0.259555,0.855310,,-0.106344,,-0.106344
sh.688053,2024-04-29,2023-12-31,0.726911,0.273089,0.894062,,0.358114,1.669039,0.358114
sh.688055,2024-04-27,2023-12-31,0.503040,0.496960,0.590166,,0.187106,,0.187106
sh.688056,2024-04-26,2023-12-31,0.794176,0.205824,0.800418,,0.102402,1.545531,0.102402
sh.688057,2024-04-27,2023-12-31,0.879329,0.120671,0.831821,,0.603161,1.691920,0.603161
sh.688058,2024-04-27,2023-12-31,0.878112,0.121888,0.877472,,-0.115536,-2.998065,-0.115536
sh.688059,2024-04-30,2023-12-31,0.437032,0.562968,0.541884,7.525801,0.003168,0.015933,0.003168
sh.688060,2024-04-26,2023-12-31,0.788242,0.211758,0.823860,,-0.139679,,-0.139679
sh.688061,2024-04-20,2023-12-31,0.871376,0.128624,0.903775,,-0.188324,-8.923590,-0.188324
sh.688062,2024-04-09,2023-12-31,0.459612,0.540388,0.521707,,-6.122932,,-6.122932
sh.688063,2024-04-12,2023-12-31,0.713110,0.286890,0.750263,,0.324866,2.078761,0.324866
sh.688065,2024-04-30,2023-12-31,0.401982,0.598018,0.546714,,0.269349,1.393884,0.269349
sh.688066,2024-04-12,2023-12-31,0.767411,0.232589,0.318756,-3.627809,-0.478240,,-0.478240
sh.688067,2024-04-27,2023-12-31,0.527677,0.472323,0.828394,,0.113477,1.055557,0.113477
sh.688068,2024-04-30,2023-12-31,0.232612,0.767388,0.911804,,-0.095980,-3.450891,-0.095980
sh.688069,2024-04-27,2023-12-31,0.793746,0.206254,0.800380,,0.189908,,0.189908
sh.688070,2024-04-27,2023-12-31,0.558479,0.441521,0.540520,-17.775675,-0.072185,,-0.072185
sh.688071,2024-04-30,2023-12-31,0.353272,0.646728,0.400455,0.215348,-0.071821,,-0.071821
sh.688072,2024-04-30,2023-12-31,0.848286,0.151714,0.449876,,-0.612702,-2.496470,-0.612702
sh.688073,2024-04-26,2023-12-31,0.936290,0.063710,0.841813,,-0.052560,-0.529180,-0.052560
sh.688075,2024-04-30,2023-12-31,0.831106,0.168894,0.841267,,-1.237854,-4.420129,-1.237854
sh.688076,2024-03-29,2023-12-31,0.421388,0.578612,0.511428,18.527173,0.338846,2.116701,0.338846
sh.688077,2024-03-30,2023-12-31,0.505335,0.494665,0.414198,-2.537946,0.128594,,0.128594
sh.688078,2024-03-28,2023-12-31,0.913063,0.086937,0.769891,,-0.008634,-0.039559,-0.008634
sh.688079,2024-04-29,2023-12-31,0.128629,0.871371,0.568606,-16.545995,0.399682,,0.399682
sh.688080,2024-04-19,2023-12-31,0.884320,0.115680,0.822150,,0.385683,2.020140,0.385683
sh.688081,2024-04-26,2023-12-31,0.702628,0.297372,0.728572,,-0.199956,,-0.199956
sh.688082,2024-02-29,2023-12-31,0.778092,0.221908,0.634082,,-0.109806,-0.468922,-0.109806
sh.688083,2024-04-26,2023-12-31,0.730751,0.269249,0.647863,,0.102269,1.416067,0.102269
sh.688084,2024-04-25,2023-12-31,0.864936,0.135064,0.870867,,-0.172875,-1.449389,-0.172875
sh.688085,2024-04-26,2023-12-31,0.418441,0.581559,0.639852,,0.580883,2.353354,0.580883
sh.688087,2024-04-16,2023-12-31,0.611529,0.388471,0.515185,,0.118764,1.490258,0.118764
sh.688088,2024-04-19,2023-12-31,0.779776,0.220224,0.834245,,0.381241,2.895829,0.381241
sh.688089,2024-04-27,2023-12-31,0.439827,0.560173,0.881461,,0.155224,0.797626,0.155224
sh.688090,2024-04-16,2023-12-31,0.731609,0.268391,0.490128,,0.090109,1.725958,0.090109
sh.688091,2024-04-08,2023-12-31,0.898233,0.101767,0.920803,,0.240259,0.535760,0.240259
sh.688092,2024-04-20,2023-12-31,0.789722,0.210278,0.804962,,0.213077,1.086680,0.213077
sh.688093,2024-04-18,2023-12-31,0.449053,0.550947,0.840670,,0.335260,0.886416,0.335260
sh.688095,2024-04-29,2023-12-31,0.808135,0.191866,0.764966,,-0.061670,,-0.061670
sh.688096,2024-04-20,2023-12-31,0.668505,0.331495,0.405244,-0.271269,-0.223524,,-0.223524
sh.688097,2024-04-24,2023-12-31,0.836613,0.163387,0.514943,9.971688,-0.011702,-0.147423,-0.011702
sh.688098,2024-04-27,2023-12-31,0.375340,0.624660,0.845451,,0.011694,0.118107,0.011694
sh.688099,2024-04-12,2023-12-31,0.809860,0.190140,0.792643,,0.176565,1.901613,0.176565
sh.688100,2024-02-29,2023-12-31,0.873344,0.126656,0.664257,,0.187574,0.793010,0.187574
sh.688101,2024-04-26,2023-12-31,0.570708,0.429292,0.386007,,0.168639,0.944659,0.168639
sh.688102,2024-04-27,2023-12-31,0.417664,0.582336,0.554462,11.781349,0.142913,1.667119,0.142913
sh.688103,2024-04-25,2023-12-31,0.735670,0.264330,0.525972,12.999427,0.097953,1.064559,0.097953
sh.688105,2024-04-27,2023-12-31,0.736187,0.263813,0.593543,,0.118965,,0.118965
sh.688106,2024-03-26,2023-12-31,0.392445,0.607555,0.388542,30.402891,0.190517,1.409294,0.190517
sh.688107,2024-04-27,2023-12-31,0.923011,0.076989,0.855960,,-0.275900,,-0.275900
sh.688108,2024-04-27,2023-12-31,0.290243,0.709757,0.240605,-59.812223,0.165589,,0.165589
sh.688109,2024-04-25,2023-12-31,0.963690,0.036310,0.839647,,0.021497,0.753586,0.021497
sh.688110,2024-04-20,2023-12-31,0.747173,0.252827,0.902630,,-0.568719,,-0.568719
sh.688111,2024-03-21,2023-12-31,0.726130,0.273870,0.686284,,0.451616,1.565315,0.451616
sh.688112,2024-04-30,2023-12-31,0.963147,0.036853,0.932883,,0.219914,0.684453,0.219914
sh.688113,2024-04-30,2023-12-31,0.706514,0.293486,0.654198,,0.128633,0.697478,0.128633
sh.688114,2024-04-26,2023-12-31,0.662881,0.337119,0.733860,,-0.298871,,-0.298871
sh.688115,2024-04-27,2023-12-31,0.897452,0.102548,0.860616,,-0.063125,-1.182134,-0.063125
sh.688116,2024-04-27,2023-12-31,0.518873,0.481127,0.491085,13.177136,0.213217,0.999447,0.213217
sh.688117,2024-04-23,2023-12-31,0.463094,0.536906,0.623559,16.533575,0.194895,1.205601,0.194895
sh.688118,2024-04-26,2023-12-31,0.827412,0.172588,0.839128,,-0.142212,,-0.142212
sh.688119,2024-04-26,2023-12-31,0.739426,0.260574,0.480396,6.907919,-0.000083,-0.002600,-0.000083
sh.688120,2024-04-27,2023-12-31,0.842904,0.157096,0.596051,,0.260340,0.902154,0.260340
sh.688121,2024-04-20,2023-12-31,0.538633,0.461367,0.248294,5.961194,-0.201942,-4.514810,-0.201942
sh.688122,2024-03-30,2023-12-31,0.785588,0.214412,0.490897,18.464993,0.038851,0.211325,0.038851
